image_path,score
/content/drive/MyDrive/approccio4/degraded/PAT_365_751_709.png,0.5916880965232849
/content/drive/MyDrive/approccio4/sharp/PAT_365_751_709.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1414_1426_124.png,0.4992510676383972
/content/drive/MyDrive/approccio4/sharp/PAT_1414_1426_124.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_721_1365_142.png,0.1325867921113968
/content/drive/MyDrive/approccio4/sharp/PAT_721_1365_142.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_829_1566_135.png,0.7518002390861511
/content/drive/MyDrive/approccio4/sharp/PAT_829_1566_135.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1468_3656_337.png,0.18268439173698425
/content/drive/MyDrive/approccio4/sharp/PAT_1468_3656_337.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_423_839_596.png,0.4315251111984253
/content/drive/MyDrive/approccio4/sharp/PAT_423_839_596.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1330_1172_722.png,0.13786494731903076
/content/drive/MyDrive/approccio4/sharp/PAT_1330_1172_722.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_118_180_500.png,0.7543469667434692
/content/drive/MyDrive/approccio4/sharp/PAT_118_180_500.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_417_828_723.png,0.8755096197128296
/content/drive/MyDrive/approccio4/sharp/PAT_417_828_723.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_68_105_871.png,0.9501201510429382
/content/drive/MyDrive/approccio4/sharp/PAT_68_105_871.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_217_963_806.png,0.2896798551082611
/content/drive/MyDrive/approccio4/sharp/PAT_217_963_806.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1094_381_355.png,0.3690603971481323
/content/drive/MyDrive/approccio4/sharp/PAT_1094_381_355.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_385_783_574.png,0.7659338116645813
/content/drive/MyDrive/approccio4/sharp/PAT_385_783_574.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_728_1381_63.png,0.7439070343971252
/content/drive/MyDrive/approccio4/sharp/PAT_728_1381_63.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_682_1292_978.png,0.6399271488189697
/content/drive/MyDrive/approccio4/sharp/PAT_682_1292_978.png,1.0
/content/drive/MyDrive/approccio4/degraded/qt4_editor_options_large.png,0.7153552174568176
/content/drive/MyDrive/approccio4/sharp/qt4_editor_options_large.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_356_4511_960.png,0.9711499810218811
/content/drive/MyDrive/approccio4/sharp/PAT_356_4511_960.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_460_893_883.png,0.3058960735797882
/content/drive/MyDrive/approccio4/sharp/PAT_460_893_883.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_677_1348_51.png,0.39306947588920593
/content/drive/MyDrive/approccio4/sharp/PAT_677_1348_51.png,1.0
/content/drive/MyDrive/approccio4/degraded/logo2.png,0.5848093032836914
/content/drive/MyDrive/approccio4/sharp/logo2.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_2006_4123_719.png,0.7531293630599976
/content/drive/MyDrive/approccio4/sharp/PAT_2006_4123_719.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1881_3711_217.png,0.7528302073478699
/content/drive/MyDrive/approccio4/sharp/PAT_1881_3711_217.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1122_479_664.png,0.2069295197725296
/content/drive/MyDrive/approccio4/sharp/PAT_1122_479_664.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_683_1296_237.png,0.47387397289276123
/content/drive/MyDrive/approccio4/sharp/PAT_683_1296_237.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1273_952_89.png,0.8970237374305725
/content/drive/MyDrive/approccio4/sharp/PAT_1273_952_89.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_800_1514_512.png,0.94325190782547
/content/drive/MyDrive/approccio4/sharp/PAT_800_1514_512.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_154_237_625.png,0.3836054801940918
/content/drive/MyDrive/approccio4/sharp/PAT_154_237_625.png,1.0
/content/drive/MyDrive/approccio4/degraded/1145_003.jpg,0.937534511089325
/content/drive/MyDrive/approccio4/sharp/1145_003.jpg,1.0
/content/drive/MyDrive/approccio4/degraded/457_008.jpg,0.7065038084983826
/content/drive/MyDrive/approccio4/sharp/457_008.jpg,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1942_3917_379.png,0.21819618344306946
/content/drive/MyDrive/approccio4/sharp/PAT_1942_3917_379.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_579_1099_837.png,0.6194995641708374
/content/drive/MyDrive/approccio4/sharp/PAT_579_1099_837.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1577_2543_510.png,0.4890299141407013
/content/drive/MyDrive/approccio4/sharp/PAT_1577_2543_510.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_2021_4180_381.png,0.6795855760574341
/content/drive/MyDrive/approccio4/sharp/PAT_2021_4180_381.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1790_3425_942.png,0.4079628884792328
/content/drive/MyDrive/approccio4/sharp/PAT_1790_3425_942.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_318_677_278.png,0.7931195497512817
/content/drive/MyDrive/approccio4/sharp/PAT_318_677_278.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_510_959_985.png,0.5988359451293945
/content/drive/MyDrive/approccio4/sharp/PAT_510_959_985.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_2077_4463_77.png,0.8611771464347839
/content/drive/MyDrive/approccio4/sharp/PAT_2077_4463_77.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_112_171_863.png,0.5930586457252502
/content/drive/MyDrive/approccio4/sharp/PAT_112_171_863.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_255_388_77.png,0.5675095915794373
/content/drive/MyDrive/approccio4/sharp/PAT_255_388_77.png,1.0
/content/drive/MyDrive/approccio4/degraded/754_001.jpg,0.5537222623825073
/content/drive/MyDrive/approccio4/sharp/754_001.jpg,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1931_3879_727.png,0.6037314534187317
/content/drive/MyDrive/approccio4/sharp/PAT_1931_3879_727.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_714_1337_914.png,0.9081498980522156
/content/drive/MyDrive/approccio4/sharp/PAT_714_1337_914.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_110_397_52.png,0.15925413370132446
/content/drive/MyDrive/approccio4/sharp/PAT_110_397_52.png,1.0
