image_path,score
/content/drive/MyDrive/approccio4/degraded/PAT_365_751_709.png,0.8902892537696083
/content/drive/MyDrive/approccio4/sharp/PAT_365_751_709.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1414_1426_124.png,0.6244111808156537
/content/drive/MyDrive/approccio4/sharp/PAT_1414_1426_124.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_721_1365_142.png,0.13903257545925213
/content/drive/MyDrive/approccio4/sharp/PAT_721_1365_142.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_829_1566_135.png,0.8353250599515598
/content/drive/MyDrive/approccio4/sharp/PAT_829_1566_135.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1468_3656_337.png,0.09678318479089756
/content/drive/MyDrive/approccio4/sharp/PAT_1468_3656_337.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_423_839_596.png,0.6320886664641389
/content/drive/MyDrive/approccio4/sharp/PAT_423_839_596.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1330_1172_722.png,0.1536179173555295
/content/drive/MyDrive/approccio4/sharp/PAT_1330_1172_722.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_118_180_500.png,0.8813355924804054
/content/drive/MyDrive/approccio4/sharp/PAT_118_180_500.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_417_828_723.png,0.8128896599283879
/content/drive/MyDrive/approccio4/sharp/PAT_417_828_723.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_68_105_871.png,0.9750270863860001
/content/drive/MyDrive/approccio4/sharp/PAT_68_105_871.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_217_963_806.png,0.19051051664663246
/content/drive/MyDrive/approccio4/sharp/PAT_217_963_806.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_1094_381_355.png,0.35625080933952175
/content/drive/MyDrive/approccio4/sharp/PAT_1094_381_355.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_385_783_574.png,0.8401402309266718
/content/drive/MyDrive/approccio4/sharp/PAT_385_783_574.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_728_1381_63.png,0.7231656394229271
/content/drive/MyDrive/approccio4/sharp/PAT_728_1381_63.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_682_1292_978.png,0.6679847868995548
/content/drive/MyDrive/approccio4/sharp/PAT_682_1292_978.png,1.0
/content/drive/MyDrive/approccio4/degraded/qt4_editor_options_large.png,0.6153193256548857
/content/drive/MyDrive/approccio4/sharp/qt4_editor_options_large.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_356_4511_960.png,0.5813532414329279
/content/drive/MyDrive/approccio4/sharp/PAT_356_4511_960.png,1.0
/content/drive/MyDrive/approccio4/degraded/PAT_460_893_883.png,0.3049675434467367
